agent_a_key,agent_b_key,avg_decision_sec_a,avg_decision_sec_b,avg_eval_calls_fallback_a,avg_eval_calls_fallback_b,avg_eval_calls_mixed_a,avg_eval_calls_mixed_b,avg_eval_calls_neural_a,avg_eval_calls_neural_b,avg_eval_calls_total_a,avg_eval_calls_total_b,avg_game_length,avg_score_a,avg_score_b,cache_enabled,draw_rate,draws,game,legal_cache_hit_rate,losses_a,n_matches,next_cache_hit_rate,win_rate_a,wins_a
neural_mcts:token_transformer,pure_mct,0.27668971653421887,0.2472413611134846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.866666666666667,56.666666666666664,43.333333333333336,True,0.0,0,connectFour,0.1636878203003493,13,30,0.03016067901564085,0.5666666666666667,17
