agent_a_key,agent_b_key,avg_decision_sec_a,avg_decision_sec_b,avg_eval_calls_fallback_a,avg_eval_calls_fallback_b,avg_eval_calls_mixed_a,avg_eval_calls_mixed_b,avg_eval_calls_neural_a,avg_eval_calls_neural_b,avg_eval_calls_total_a,avg_eval_calls_total_b,avg_game_length,avg_score_a,avg_score_b,cache_enabled,draw_rate,draws,game,legal_cache_hit_rate,losses_a,n_matches,next_cache_hit_rate,win_rate_a,wins_a
neural_mcts:token_transformer,pure_mct,0.26328076447526416,0.243648298451451,0.0016666666666666666,0.0,0.0,0.0,6.8053355183060456,0.0,6.807002184972713,0.0,13.06,76.0,24.0,True,0.0,0,connectFour,0.23093742301059375,12,50,0.03664169679774406,0.76,38
