config_tag,fixed_sims_avg_decision_sec_a,fixed_sims_avg_eval_calls_fallback_a,fixed_sims_avg_eval_calls_neural_a,fixed_sims_draw_rate,fixed_sims_win_rate_a,fixed_time_avg_decision_sec_a,fixed_time_avg_eval_calls_fallback_a,fixed_time_avg_eval_calls_neural_a,fixed_time_draw_rate,fixed_time_win_rate_a,game,integration,rounds
sel_cap20,0.2645714761250559,0.0,6.624600387429335,0.0,0.8,0.26037586617520986,0.0,6.485980053072865,0.0,0.7666666666666667,connectFour,"{'tag': 'sel_cap20', 'evaluator_mode': 'selective', 'selective_max_neural_evals_per_move': 20, 'selective_alpha': 1.0}",30
value_full,0.25784402218896935,0.0,0.0,0.0,0.5666666666666667,0.2599399348023299,0.0,0.0,0.0,0.7333333333333333,connectFour,"{'tag': 'value_full', 'evaluator_mode': 'value'}",30
sel_cap40,0.2616875744547094,0.0,6.4741799594740765,0.0,0.7666666666666667,0.26088039890962894,0.0,6.239280640860879,0.0,0.6333333333333333,connectFour,"{'tag': 'sel_cap40', 'evaluator_mode': 'selective', 'selective_max_neural_evals_per_move': 40, 'selective_alpha': 1.0}",30
sel_cap20_alpha07,0.25951401820754,2.651436606221436,2.651436606221436,0.0,0.4,0.26402111248419763,2.6752134558481306,2.6752134558481306,0.0,0.6333333333333333,connectFour,"{'tag': 'sel_cap20_alpha07', 'evaluator_mode': 'selective', 'selective_max_neural_evals_per_move': 20, 'selective_alpha': 0.7}",30
