agent_a_key,agent_b_key,avg_decision_sec_a,avg_decision_sec_b,avg_game_length,avg_score_a,avg_score_b,draw_rate,draws,game,gate_type,legal_cache_hit_rate,losses_a,mean_budget_ok_rate_a,mean_budget_ok_rate_b,mean_fast_calls_a,mean_fast_calls_b,mean_fast_eval_time_a,mean_fast_eval_time_b,mean_leaf_eval_a,mean_leaf_eval_b,mean_slow_call_ratio_a,mean_slow_call_ratio_b,mean_slow_calls_a,mean_slow_calls_b,mean_slow_eval_time_a,mean_slow_eval_time_b,mean_slow_trigger_rate_a,mean_slow_trigger_rate_b,mean_u_fast_max_a,mean_u_fast_max_b,mean_u_fast_mean_a,mean_u_fast_mean_b,mean_u_fast_p50_a,mean_u_fast_p50_b,mean_u_fast_p90_a,mean_u_fast_p90_b,mean_u_fast_p95_a,mean_u_fast_p95_b,mean_uncertainty_ok_rate_a,mean_uncertainty_ok_rate_b,mean_visit_ok_rate_a,mean_visit_ok_rate_b,n_matches,next_cache_hit_rate,slow_budget_per_move,tau,uncertainty_type,visit_threshold,win_rate_a,wins_a
two_stage_neural_mcts,neural_mcts:token_transformer,0.3557446465587553,0.3520353229304637,43.0,70.0,30.0,0.0,0,breakthrough,combined,0.7549483505498167,3,0.03682444456519429,0.0,4758.4,0.0,0.0002471301051889125,0.0,4758.4,0.0,0.03633176547383703,0.0,170.0,0.0,0.004332310069818759,0.0,0.03682444456519429,0.0,0.0005379600120448832,0.0,0.00032507466823412804,0.0,0.00032507466823412804,0.0,0.0005379600120448832,0.0,0.0005379600120448832,0.0,0.9886292218036641,0.0,0.9886292218036641,0.0,10,0.04996100604406317,4,0.0001,variance_head,0,0.7,7
two_stage_neural_mcts,pure_mct,0.35839295900747903,0.34864712317610436,44.7,100.0,0.0,0.0,0,breakthrough,combined,0.45260587739441327,0,0.03735040261582182,0.0,4862.6,0.0,0.00024934805083487633,0.0,4862.6,0.0,0.036695062476961623,0.0,176.8,0.0,0.004007024773446102,0.0,0.03735040261582182,0.0,0.0005386033826767798,0.0,0.0003254634396855978,0.0,0.0003254634396855978,0.0,0.0005386033826767798,0.0,0.0005386033826767798,0.0,0.989811568061568,0.0,0.989811568061568,0.0,10,0.026834226575494363,4,0.0001,variance_head,0,1.0,10
two_stage_neural_mcts,neural_mcts:token_transformer,0.3566112187967156,0.35177879475510115,40.7,100.0,0.0,0.0,0,breakthrough,combined,0.7503957403943013,0,0.07491115793666145,0.0,4354.0,0.0,0.0002386049502563492,0.0,4354.0,0.0,0.0744851439128992,0.0,321.6,0.0,0.003641639567196143,0.0,0.07491115793666145,0.0,0.0005327792771307546,0.0,0.0003219440904110336,0.0,0.0003219440904110336,0.0,0.0005327792771307546,0.0,0.0005327792771307546,0.0,0.9791083916083917,0.0,0.9791083916083917,0.0,10,0.05037068194962932,8,0.0001,variance_head,0,1.0,10
two_stage_neural_mcts,pure_mct,0.3568020800178167,0.34972711698363984,42.4,90.0,10.0,0.0,0,breakthrough,combined,0.44726466239526863,1,0.07444115846771202,0.0,4553.0,0.0,0.00024203714091174344,0.0,4553.0,0.0,0.07372438674048558,0.0,335.2,0.0,0.0037150597774096216,0.0,0.07444115846771202,0.0,0.0005382834303887457,0.0,0.000325270101181704,0.0,0.000325270101181704,0.0,0.0005382834303887457,0.0,0.0005382834303887457,0.0,0.9892235797827903,0.0,0.9892235797827903,0.0,10,0.02633725672998485,8,0.0001,variance_head,0,0.9,9
two_stage_neural_mcts,neural_mcts:token_transformer,0.35844609854562176,0.34883792574450356,37.2,70.0,30.0,0.0,0,breakthrough,combined,0.7575861937014503,3,0.9015236814354205,0.0,4126.0,0.0,0.0002360202894886179,0.0,4126.0,0.0,0.03109048355217281,0.0,128.4,0.0,0.0038639528433817016,0.0,0.030105034441534183,0.0,0.0005385250939868287,0.0,0.00032541613195018524,0.0,0.00032541613195018524,0.0,0.0005385250939868287,0.0,0.0005385250939868287,0.0,0.9896676940097994,0.0,0.11824904701591285,0.0,10,0.05044560282495376,4,0.0001,variance_head,1,0.7,7
two_stage_neural_mcts,pure_mct,0.358210567834351,0.34881248276187116,48.2,90.0,10.0,0.0,0,breakthrough,combined,0.45975130026137234,1,0.9032181540318984,0.0,5347.2,0.0,0.0002439462110160216,0.0,5347.2,0.0,0.030299622837827778,0.0,164.0,0.0,0.003917632932886894,0.0,0.02921150599617318,0.0,0.0005398273533072517,0.0,0.00032620305199454344,0.0,0.00032620305199454344,0.0,0.0005398273533072517,0.0,0.0005398273533072517,0.0,0.992060904638304,0.0,0.11805425660257876,0.0,10,0.026330872189069824,4,0.0001,variance_head,1,0.9,9
two_stage_neural_mcts,neural_mcts:token_transformer,0.35689524399219497,0.35177591360895355,41.7,60.0,40.0,0.0,0,breakthrough,combined,0.7538264422743958,4,0.93603013954216,0.0,4526.8,0.0,0.00023984928977869557,0.0,4526.8,0.0,0.05763940424436896,0.0,269.2,0.0,0.0038304290464232908,0.0,0.05572955228110614,0.0,0.0005381625263494423,0.0,0.00032519704214462925,0.0,0.00032519704214462925,0.0,0.0005381625263494423,0.0,0.0005381625263494423,0.0,0.9890013899106564,0.0,0.10870080264960269,0.0,10,0.05193617237524139,8,0.0001,variance_head,1,0.6,6
two_stage_neural_mcts,pure_mct,0.3591089422164142,0.34830232546471673,56.4,90.0,10.0,0.0,0,breakthrough,combined,0.4577736890524379,1,0.9338561281173495,0.0,6055.4,0.0,0.00025096656491595926,0.0,6055.4,0.0,0.05331334846689721,0.0,344.8,0.0,0.0038627005785233613,0.0,0.0515269149935253,0.0,0.0005409848936775887,0.0,0.0003269025222961084,0.0,0.0003269025222961084,0.0,0.0005409848936775887,0.0,0.0005409848936775887,0.0,0.9941881598429848,0.0,0.1118589467191606,0.0,10,0.027257290080805716,8,0.0001,variance_head,1,0.9,9
two_stage_neural_mcts,neural_mcts:token_transformer,0.35075253517623395,0.3575228391633623,46.1,40.0,60.0,0.0,0,breakthrough,combined,0.757726144822919,6,0.0646833162274332,0.0,4960.0,0.0,0.0002534884964273635,0.0,4960.0,0.0,0.03700916531004973,0.0,182.4,0.0,0.003866775851736619,0.0,0.036961894987104685,0.0,0.0005354388109491831,0.0,0.0003235511746818454,0.0,0.0003235511746818454,0.0,0.0005354388109491831,0.0,0.0005354388109491831,0.0,0.49199795815679054,0.0,0.9839959163135811,0.0,10,0.050606343283582086,4,0.0002,variance_head,0,0.4,4
two_stage_neural_mcts,pure_mct,0.35461327992869746,0.35219330625392675,43.4,70.0,30.0,0.0,0,breakthrough,combined,0.44255741252855596,3,0.06387078261256578,0.0,4721.8,0.0,0.00024554316073232993,0.0,4721.8,0.0,0.03630246930151832,0.0,171.6,0.0,0.004025661679011306,0.0,0.03649759006432331,0.0,0.000537681230793656,0.0,0.00032490620827293484,0.0,0.00032490620827293484,0.0,0.000537681230793656,0.0,0.000537681230793656,0.0,0.49405844753905104,0.0,0.9881168950781021,0.0,10,0.026643050949653302,4,0.0002,variance_head,0,0.7,7
