agent_a_key,agent_b_key,avg_decision_sec_a,avg_decision_sec_b,avg_eval_calls_fallback_a,avg_eval_calls_fallback_b,avg_eval_calls_mixed_a,avg_eval_calls_mixed_b,avg_eval_calls_neural_a,avg_eval_calls_neural_b,avg_eval_calls_total_a,avg_eval_calls_total_b,avg_game_length,avg_score_a,avg_score_b,cache_enabled,draw_rate,draws,game,legal_cache_hit_rate,losses_a,n_matches,next_cache_hit_rate,win_rate_a,wins_a
neural_mcts:token_transformer,pure_mct,0.25951401820754,0.25184220194469936,2.651436606221436,0.0,2.651436606221436,0.0,2.651436606221436,0.0,2.651436606221436,0.0,15.766666666666667,40.0,60.0,True,0.0,0,connectFour,0.11730200081521258,18,30,0.024464609800362976,0.4,12
