agent_a_key,agent_b_key,avg_decision_sec_a,avg_decision_sec_b,avg_eval_calls_fallback_a,avg_eval_calls_fallback_b,avg_eval_calls_mixed_a,avg_eval_calls_mixed_b,avg_eval_calls_neural_a,avg_eval_calls_neural_b,avg_eval_calls_total_a,avg_eval_calls_total_b,avg_game_length,avg_score_a,avg_score_b,cache_enabled,draw_rate,draws,game,legal_cache_hit_rate,losses_a,n_matches,next_cache_hit_rate,win_rate_a,wins_a
neural_mcts:token_transformer,pure_mct,0.2616875744547094,0.24026082297296852,0.0,0.0,0.0,0.0,6.4741799594740765,0.0,6.4741799594740765,0.0,12.533333333333333,76.66666666666667,23.333333333333332,True,0.0,0,connectFour,0.23248650711443059,7,30,0.03602163757069093,0.7666666666666667,23
