agent_a_key,agent_b_key,avg_decision_sec_a,avg_decision_sec_b,avg_eval_calls_fallback_a,avg_eval_calls_fallback_b,avg_eval_calls_mixed_a,avg_eval_calls_mixed_b,avg_eval_calls_neural_a,avg_eval_calls_neural_b,avg_eval_calls_total_a,avg_eval_calls_total_b,avg_game_length,avg_score_a,avg_score_b,cache_enabled,draw_rate,draws,game,legal_cache_hit_rate,losses_a,n_matches,next_cache_hit_rate,win_rate_a,wins_a
neural_mcts:token_transformer,pure_mct,0.26402111248419763,0.24601165954935192,2.6752134558481306,0.0,2.6752134558481306,0.0,2.6752134558481306,0.0,2.6752134558481306,0.0,12.466666666666667,63.333333333333336,36.666666666666664,True,0.0,0,connectFour,0.10985555025376306,11,30,0.02309617130583051,0.6333333333333333,19
