agent_a_key,agent_b_key,mean_avg_decision_sec_a,mean_avg_decision_sec_b,mean_avg_game_length,mean_avg_score_a,mean_avg_score_b,mean_draw_rate,mean_legal_cache_hit_rate,mean_mean_fast_calls_a,mean_mean_fast_eval_time_a,mean_mean_leaf_eval_a,mean_mean_slow_call_ratio_a,mean_mean_slow_calls_a,mean_mean_slow_eval_time_a,mean_next_cache_hit_rate,mean_win_rate_a,n_games
two_stage_neural_mcts,random,0.19160872402205106,2.7856114567884557e-06,22.483333333333334,88.33333333333333,11.666666666666666,0.0,0.8512390905205889,3659.8999999999996,0.00032100270052698606,3659.8999999999996,0.0,0.0,0.0,0.03248497650235766,0.8833333333333333,3
neural_mcts:token_transformer,random,0.31022617781055944,3.1145187640599728e-06,22.483333333333334,81.66666666666667,18.333333333333332,0.0,0.8329071802316351,0.0,0.0,0.0,0.0,0.0,0.0,0.0366097323527834,0.8166666666666668,3
neural_mcts:token_mlp,random,0.18887994817854215,1.4467270066291701e-05,24.150000000000002,85.0,15.0,0.0,0.8545091455885295,0.0,0.0,0.0,0.0,0.0,0.0,0.03223705686080467,0.85,3
