agent_a_key,agent_b_key,avg_decision_sec_a,avg_decision_sec_b,avg_game_length,avg_score_a,avg_score_b,draw_rate,draws,game,gate_variant,legal_cache_hit_rate,losses_a,mean_fast_calls_a,mean_fast_calls_b,mean_fast_eval_time_a,mean_fast_eval_time_b,mean_leaf_eval_a,mean_leaf_eval_b,mean_slow_call_ratio_a,mean_slow_call_ratio_b,mean_slow_calls_a,mean_slow_calls_b,mean_slow_eval_time_a,mean_slow_eval_time_b,n_matches,next_cache_hit_rate,win_rate_a,wins_a
two_stage_neural_mcts,neural_mcts:token_transformer,0.35221792114372497,0.3503685884484896,42.6,60.0,40.0,0.0,0,breakthrough,uncertainty,0.7729272539055148,8,6391.8,0.0,0.00042653127174096736,0.0,6391.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.04537849878752561,0.6,12
two_stage_neural_mcts,neural_mcts:token_transformer,0.34821966591576303,0.36016053964799377,42.55,15.0,85.0,0.0,0,breakthrough,visit,0.7693865484109387,17,5368.4,0.0,0.0006548721302365971,0.0,5368.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.04654009659685281,0.15,3
two_stage_neural_mcts,neural_mcts:token_transformer,0.35046797438478267,0.36246688407397015,37.05,25.0,75.0,0.0,0,breakthrough,uncertainty_visit,0.7917234837256181,15,3090.5,0.0,0.0009026217654984327,0.0,3090.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.05199831398245009,0.25,5
two_stage_neural_mcts,neural_mcts:token_transformer,0.34901563619619014,0.35934135496557706,53.4,60.0,40.0,0.0,0,breakthrough,combined,0.7663814293413252,8,6140.4,0.0,0.0006366879899092629,0.0,6140.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.04897927651273731,0.6,12
