best_val_loss,config,model_path,n_test,n_train,n_val,test_loss,test_sign_acc
0.6572698354721069,fact_mlp,E:\yc_guaduate_project\graduation_thesis\outputs\experiments\e2e_smoke\models\fact_mlp\model.pt,44,352,44,0.36525753140449524,0.2727272727272727
0.5980268120765686,token_mlp,E:\yc_guaduate_project\graduation_thesis\outputs\experiments\e2e_smoke\models\token_mlp\model.pt,44,352,44,0.3828944265842438,0.2727272727272727
0.5612712502479553,token_transformer,E:\yc_guaduate_project\graduation_thesis\outputs\experiments\e2e_smoke\models\token_transformer\model.pt,44,352,44,0.40672409534454346,0.2727272727272727
